time, Pitch, Yaw, Roll
16.13361, 1.969409, -36.50071, -1.331045
16.16013, 1.922543, -36.49485, -1.328543
16.18762, 1.891965, -36.50717, -1.326332
16.21524, 1.867288, -36.52765, -1.322194
16.24313, 1.835684, -36.55762, -1.303413
16.27108, 1.797983, -36.60246, -1.275489
16.29849, 1.755131, -36.66555, -1.236856
16.32549, 1.695237, -36.74738, -1.182337
16.3533, 1.609003, -36.84222, -1.108182
16.38169, 1.517106, -36.94944, -1.03344
16.41037, 1.436949, -37.06239, -0.9781881
16.43768, 1.343483, -37.17544, -0.9106421
16.46527, 1.263465, -37.28754, -0.8543211
16.49428, 1.207232, -37.39885, -0.8149337
16.5211, 1.162643, -37.51036, -0.7810954
16.54843, 1.116801, -37.61514, -0.7388696
16.57659, 1.083359, -37.71276, -0.7069291
16.60442, 1.050902, -37.80686, -0.6726035
16.63242, 1.02125, -37.88877, -0.6385778
16.65991, 1.017987, -37.95823, -0.633656
16.6881, 1.033251, -38.01876, -0.6498165
16.71685, 1.044177, -38.06451, -0.6584912
16.74396, 1.045863, -38.09935, -0.6531205
16.77133, 1.048292, -38.11693, -0.649214
16.79888, 1.055918, -38.12524, -0.6464956
16.82665, 1.07829, -38.12927, -0.6567059
16.85514, 1.10553, -38.13233, -0.66998
16.88775, 1.120125, -38.13509, -0.667053
16.91792, 1.130558, -38.14095, -0.6617518
16.94182, 1.15267, -38.15237, -0.6658786
16.96957, 1.172197, -38.16267, -0.6708556
16.99596, 1.179188, -38.16941, -0.6705639
17.02252, 1.186962, -38.16798, -0.6726035
17.05397, 1.218846, -38.16409, -0.6994157
17.07758, 1.247568, -38.15955, -0.7265852
17.10626, 1.26145, -38.14842, -0.7380747
17.13481, 1.277175, -38.13595, -0.7501709
17.161, 1.299353, -38.12483, -0.7671934
17.18791, 1.311793, -38.1106, -0.7755645
17.21533, 1.303563, -38.08285, -0.7656615
17.24241, 1.301008, -38.04666, -0.7625886
17.2711, 1.302962, -38.00245, -0.7689767
17.29812, 1.293163, -37.95953, -0.7648944
17.32533, 1.273339, -37.92373, -0.7467723
17.35328, 1.245684, -37.88605, -0.7260464
17.38054, 1.205285, -37.85769, -0.6966124
17.409, 1.175698, -37.83342, -0.6749268
17.43617, 1.16079, -37.81465, -0.6658786
17.4645, 1.145005, -37.80116, -0.6507192
17.49253, 1.132115, -37.79409, -0.6379647
17.5202, 1.126049, -37.79493, -0.6345818
17.54828, 1.118376, -37.80193, -0.6271377
17.57603, 1.108535, -37.81139, -0.615485
17.60307, 1.104467, -37.82241, -0.6113381
17.6314, 1.103226, -37.82753, -0.6106976
17.65873, 1.099317, -37.83018, -0.607807
17.68666, 1.096822, -37.83324, -0.6058724
17.71519, 1.104113, -37.83773, -0.612617
17.74337, 1.107828, -37.84266, -0.6145305
17.77079, 1.103935, -37.84539, -0.6100564
17.79799, 1.109417, -37.85023, -0.612617
17.82738, 1.123091, -37.85659, -0.6189722
17.85394, 1.133842, -37.86303, -0.6246366
17.88231, 1.13746, -37.86864, -0.6258884
17.90898, 1.13832, -37.87452, -0.6255757
17.93645, 1.137288, -37.88178, -0.6243232
17.96493, 1.133324, -37.88725, -0.6211812
17.99263, 1.130904, -37.8923, -0.6199199
18.01984, 1.133842, -37.89671, -0.6233823
18.04776, 1.132287, -37.90036, -0.6224399
18.07598, 1.127959, -37.90326, -0.618656
18.10427, 1.127264, -37.908, -0.6170725
18.13202, 1.133842, -37.9116, -0.6221254
18.15954, 1.13746, -37.91378, -0.6243232
18.18816, 1.138664, -37.91726, -0.6240098
18.21557, 1.140724, -37.92071, -0.6233823
18.24341, 1.143637, -37.92196, -0.6233823
18.27088, 1.154875, -37.9213, -0.6293179
18.2982, 1.164997, -37.91918, -0.6345818
18.32634, 1.167681, -37.91855, -0.6355062
18.35474, 1.167849, -37.91895, -0.6351982
18.38198, 1.169356, -37.92059, -0.6342734
18.4109, 1.175198, -37.9221, -0.6385778
