time,Status,HeadPolar,HeadAzimuth,ShoulderPolar,ShoulderAzimuth,LeftGazePolar,LeftGazeAzimuth,RightGazePolar,RightGazeAzimuth
12.87135,not-testing,-54.03814,8.793393,-3.21787,0.1739451,-45.81779,-4.381331,-48.90595,-4.341659
12.98287,not-testing,-54.12666,8.747241,-3.159486,0.1781621,-45.40249,-4.385321,-48.48751,-4.353996
13.09448,not-testing,-54.2677,8.75106,-3.308177,0.1551949,-39.65693,-4.223004,-42.68365,-4.217412
13.20572,not-testing,-54.29802,8.731927,-3.169802,0.1675056,-39.76537,-4.516402,-42.79434,-4.515381
13.31738,not-testing,-54.35513,8.769481,-3.206976,0.1151568,-52.05128,-4.457209,-55.16227,-4.401448
13.42856,not-testing,-54.34214,9.06664,-3.357259,0.1562523,-51.70482,-4.777861,-54.81681,-4.722561
13.53988,not-testing,-54.16695,9.032454,-3.151163,0.2581882,-51.03891,-1.878191,-54.1411,-1.820493
13.65101,not-testing,-54.1638,8.991336,-3.162137,0.3482724,-52.11725,1.04798,-55.21965,1.11227
13.7626,not-testing,-54.19806,9.231967,-3.203772,0.2877797,-50.15919,5.306371,-53.27137,5.378194
13.87408,not-testing,-54.23878,9.258967,-3.283116,0.2001703,-50.8425,5.551173,-53.95751,5.616679
13.98562,not-testing,-54.3365,9.405031,-3.323978,0.1934503,-45.51352,-3.171203,-48.59374,-3.139838
14.09674,not-testing,-54.32898,9.320615,-3.367976,0.1625459,-44.86983,-3.129564,-47.94521,-3.099075
14.20825,not-testing,-54.21266,9.237172,-3.378012,0.1520727,-43.39285,-3.95042,-46.45962,-3.932117
14.31992,not-testing,-54.17559,9.218211,-3.377901,0.1334832,-43.69387,-3.977623,-46.76366,-3.956595
14.43101,not-testing,-54.21784,9.159966,-3.372493,0.1412885,-54.25874,-5.030615,-57.37199,-4.968149
14.54239,not-testing,-54.26354,9.140558,-3.372791,0.1467982,-54.94528,-5.415189,-58.0594,-5.348552
14.6536,not-testing,-54.27441,9.257962,-3.357982,0.140251,-54.77085,-8.500479,-57.90569,-8.428729
14.76504,not-testing,-54.23625,9.311573,-3.321986,0.1887457,-59.31352,-2.577341,-62.39969,-2.506566
